MTH_TEL_BILL,als_m3_id_nbank_tot_mons,als_m12_id_bank_tot_mons,RACE,SINGE_DATE,BIRTHDAY,m1_num,als_lst_id_bank_inteday,als_lst_id_nbank_consnum,m6_num,als_m6_id_nbank_tot_mons,d15_num,TOTAL_PRICE,m6_day,LOAN_AMT,APROV_DURATION,DOWN_PAY,als_fst_id_nbank_inteday,als_m3_id_tot_mons,m12_num,als_m12_id_tot_mons,m12_day,FIRST_REPAY,als_fst_id_bank_inteday,als_m6_id_tot_mons,FLX_PACKAGE,m3_day,m3_num,MONTH_RATE,REPAY_DAY,als_m12_id_nbank_tot_mons,als_lst_id_bank_consnum,MTH_REPAY_AMT,als_m6_id_bank_tot_mons,d7_num,y
0,1,0,0,2,53,8,0,1,12,1,8,2083,712,2083,9.47,0,1,1,12,1,1428,188,0,1,0.89,352,12,1.33,2,1,0,188,0,8,0
1,1,0,0,1,42,10,0,2,22,2,10,3037,696,3037,1.17,0,310,1,44.66,3,348,325,0,2,0.23,352,14,1.03,4,3,0,325,0,10,0
0,1,0,0,2,49,8,0,1,12,1,8,1529,712,1529,0.52,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,7,1,0,138,0,8,0
0,1,0,1,4,52,10,0,1,14,1,10,1529,712,1529,1.03,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,11,1,0,138,0,10,1
1,1,0,0,3,46,8,0,1,12,1,8,4227,712,3927,1.37,300,1,1,12,1,1428,245,0,1,1.05,352,12,1.67,7,1,0,245,0,8,0
0,1,0,1,3,36,8,0,1,12,1,8,1629,712,1529,0.7,100,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,12,1,0,138,0,8,0
1,1,0,0,2,26,8,0,1,12,1,8,6997,712,4997,5.9,2000,2,1,12,1,1428,451,0,1,0.81,352,12,1.98,28,1,0,451,0,8,0
1,1,0,0,2,42,8,0,1,12,1,8,4789,712,3989,1.02,800,1,1,12,1,1428,360,0,1,0.65,352,12,1.67,5,1,0,360,0,8,0
1,1,0,1,2,21,10,0,1,14,1,10,2580,712,2280,1.08,300,1,1,14,1,1428,244,0,1,0.23,352,14,1.03,10,1,0,244,0,10,0
1,1,0,0,2,26,8,0,1,12,1,8,5953,712,2953,0.7,3000,1,1,12,1,1428,316,0,1,0.23,352,12,1.03,13,1,0,316,0,8,0
1,1,0,1,2,20,10,0,1,14,1,10,4620,712,4620,0.95,0,1,1,14,1,1428,417,0,1,0.65,352,14,1.67,3,1,0,417,0,10,1
0,1,0,1,2,49,10,0,1,44.66,3,10,5626,236,5226,11.07,400,274,1,54.5,4,258,326,0,3,1.05,352,14,1.67,10,4,0,326,0,10,0
1,2,0,0,2,30,8,0,2,67.2,5,8,3994,140,3494,0.95,500,169,2,67.2,5,140,218,0,5,1.05,280,20,1.67,1,5,0,218,0,8,0
0,1,0,0,2,30,10,0,1,14,1,10,2083,712,2083,0.67,0,1,1,14,1,1428,188,0,1,0.5,352,14,1.09,3,1,0,188,0,10,0
1,1,0,1,4,20,8,0,2,114,4,8,2183,234,2183,0.7,0,151,1,114,4,234,258,0,4,0.67,352,12,1.67,28,4,0,258,0,8,1
1,1,0,0,2,25,10,0,1,14,1,10,3037,712,3037,0.55,0,1,1,14,1,1428,325,0,1,0.23,352,14,1.03,10,1,0,325,0,10,1
1,1,0,0,2,30,8,0,1,12,1,8,2960,712,2160,0.93,800,1,1,12,1,1428,195,0,1,0.5,352,12,1.09,1,1,0,195,0,8,0
0,0,0,0,2,32,0,0,0,0,0,0,1795,712,1795,0.92,0,0,0,0,0,1428,162,0,0,0.5,352,0,1.09,9,0,0,162,0,0,0
1,1,0,1,2,28,8,0,1,12,1,8,4216,712,4216,1.18,0,207,1,20,2,824,263,0,1,0.72,352,12,1.98,1,2,0,263,0,8,0
1,1,0,0,2,36,10,0,1,14,1,10,1529,712,1529,7.38,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,10,1,0,138,0,10,0
0,1,0,1,2,32,8,0,1,12,1,8,1407,712,1407,0.63,0,1,1,12,1,1428,127,0,1,0.5,352,12,1.09,5,1,0,127,0,8,0
1,1,0,0,2,35,8,0,1,20,2,8,5149,664,4649,0.55,500,168,1,20,2,664,290,0,2,0.8,352,12,1.33,6,2,0,290,0,8,0
0,1,0,0,4,51,8,0,1,12,1,8,1529,712,1529,0.78,0,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,9,1,0,138,0,8,0
1,0,0,1,2,19,0,0,0,0,0,0,3111,712,2911,0.77,200,0,0,0,0,1428,344,0,0,0.67,352,0,1.67,10,0,0,344,0,0,0
0,2,1,0,2,24,8,252,1,70,4,8,5937,122,5837,0.9,100,326,2,83.47,6,332,283,252,4,0.72,58,49,1.98,3,5,1,283,0,0,0
0,1,0,1,2,40,10,0,1,14,1,10,4232,712,4232,1.13,0,1,1,14,1,1428,264,0,1,1.05,352,14,1.67,3,1,0,264,0,10,0
0,1,0,0,2,39,8,0,1,12,1,8,7539,712,5939,0.87,1600,324,1,16,2,1292,536,0,1,0.89,352,12,1.33,8,2,0,536,0,8,1
1,2,0,0,2,23,8,0,1,32.66,3,8,5001,178,5001,0.92,0,335,2,46.4,5,354,312,0,3,0.72,312,20,1.98,14,5,0,312,0,8,0
0,1,0,0,4,31,10,0,1,14,1,10,2083,712,2083,0.82,0,308,1,22,2,1228,188,0,1,0.5,352,14,1.09,4,2,0,188,0,10,0
0,1,0,0,4,53,8,0,1,12,1,8,1529,712,1529,1.32,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,2,1,0,138,0,8,0
1,1,0,1,2,26,8,0,1,12,1,8,6318,712,5418,0.82,900,346,1,38,4,438,338,0,1,0.72,352,12,1.98,14,4,0,338,0,8,0
0,1,0,0,2,47,20,0,2,28,1,20,7526,712,6326,0.73,1200,1,1,28,1,1428,571,0,1,0.81,352,28,1.98,4,1,0,571,0,20,0
0,1,0,0,3,20,8,0,1,12,1,8,3675,712,3275,1.72,400,1,1,12,1,1428,387,0,1,0.67,352,12,1.67,9,1,0,387,0,8,0
1,1,0,1,2,47,8,0,1,12,1,8,5068,712,4568,1.2,500,1,1,12,1,1428,285,0,1,0.72,352,12,1.98,1,1,0,285,0,8,1
1,1,0,0,3,35,8,0,1,12,1,8,1355,712,1355,0.85,0,1,1,12,1,1428,145,0,1,0.23,352,12,1.03,1,1,0,145,0,8,0
0,1,0,1,2,45,8,0,1,12,1,8,4780,712,4280,1.55,500,1,1,12,1,1428,267,0,1,0.72,352,12,1.98,8,1,0,267,0,8,0
1,3,0,0,1,25,16,0,1,134,5,16,4804,94,4504,0.78,300,124,3,134,5,94,281,0,5,1.05,98,58,1.67,5,5,0,281,0,8,1
0,2,1,1,4,29,8,62,1,39.33,3,8,1529,186,1529,6.33,0,115,2,39.33,3,186,138,62,3,0.5,216,31.5,1.09,14,3,1,138,1,8,0
1,1,0,0,2,30,8,0,1,12,1,8,4232,712,4232,0.97,0,1,1,12,1,1428,264,0,1,1.05,352,12,1.67,9,1,0,264,0,8,0
1,1,0,1,2,39,10,0,1,14,1,10,3235,712,3235,0.92,0,1,1,14,1,1428,292,0,1,0.5,352,14,1.09,10,1,0,292,0,10,0
1,1,0,0,2,24,8,0,2,68.66,3,8,4736,244,4136,8.3,600,346,1,99.66,6,244,258,0,3,0.72,352,12,1.98,12,6,0,258,0,8,0
1,1,0,1,2,32,8,0,1,12,1,8,2228,712,2228,0.97,0,1,1,12,1,1428,139,0,1,1.05,352,12,1.67,14,1,0,139,0,8,0
1,1,0,0,2,40,10,0,1,14,1,10,1346,712,1346,1.02,0,1,1,14,1,1428,144,0,1,0.23,352,14,1.03,3,1,0,144,0,10,0
1,1,0,0,2,32,8,0,1,87.34,3,8,3870,230,2870,1.12,1000,358,1,111.5,4,438,259,0,3,0.65,352,12,1.67,14,4,0,259,0,8,1
1,1,0,1,3,45,8,0,1,12,1,8,1529,712,1529,9.55,0,1,1,12,1,1428,138,0,1,0.89,352,12,1.33,28,1,0,138,0,8,0
1,1,0,0,2,25,16,0,2,51,4,16,3312,176,3112,0.68,200,344,1,82.66,9,176,333,0,4,0.23,40,24,1.03,2,9,0,333,0,8,0
1,1,0,1,3,43,32,0,4,48,1,32,5189,712,4189,0.83,1000,1,1,48,1,1428,495,0,1,0.67,352,48,1.67,12,1,0,495,0,32,0
1,3,3,0,3,25,48,1,1,156.93,5,32,7869,146,6169,0.53,1700,293,3,190.89,9,152,729,82,5,0.67,101,127,1.67,14,9,1,729,3,32,0
0,1,0,1,1,39,8,0,1,12,1,8,2083,712,2083,0.95,0,1,1,12,1,1428,188,0,1,0.89,352,12,1.33,14,1,0,188,0,8,0
0,0,0,0,2,19,0,0,0,0,0,0,4072,712,4072,1.65,0,0,0,0,0,1428,254,0,0,1.05,352,0,1.67,11,0,0,254,0,0,1
1,1,0,0,2,41,8,0,1,12,1,8,4057,712,3757,0.73,300,1,1,12,1,1428,444,0,1,0.67,352,12,1.67,1,1,0,444,0,8,0
0,1,0,0,2,24,10,0,1,14,1,10,3646,712,3046,1.18,600,1,1,14,1,1428,190,0,1,0.72,352,14,1.98,3,1,0,190,0,10,0
0,0,0,1,3,19,0,0,0,0,0,0,7482,712,6282,0.62,1200,0,0,0,0,1428,567,0,0,0.65,352,0,1.67,11,0,0,567,0,0,0
1,1,0,1,2,20,10,0,1,14,1,10,2234,712,2234,0.77,0,1,1,14,1,1428,239,0,1,0.23,352,14,1.03,10,1,0,239,0,10,0
1,1,0,0,2,44,8,0,1,12,1,8,6482,712,5482,0.93,1000,1,1,12,1,1428,342,0,1,1.05,352,12,1.67,5,1,0,342,0,8,0
1,1,0,0,2,20,8,0,1,12,1,8,1950,712,1950,1.22,0,1,1,12,1,1428,176,0,1,0.65,352,12,1.67,2,1,0,176,0,8,0
1,0,0,1,4,19,0,0,0,0,0,0,4280,712,4280,0.97,0,0,0,0,0,1428,267,0,0,0.72,352,0,1.98,4,0,0,267,0,0,0
1,2,0,0,2,24,8,0,1,44.5,4,8,3294,106,2794,1.15,500,355,2,60.34,6,308,299,0,4,0.23,144,20,1.03,9,6,0,299,0,8,0
1,1,0,0,2,27,20,0,2,28,1,20,3854,712,3554,8.75,300,1,1,28,1,1428,420,0,1,0.67,352,28,1.67,3,1,0,420,0,20,0
1,1,0,0,2,31,8,0,1,12,1,8,4092,712,3094,0.93,998,1,1,12,1,1428,193,0,1,1.05,352,12,1.67,5,1,0,193,0,8,0
1,2,3,0,1,26,10,198,1,86,3,10,4937,130,4937,1.08,0,354,2,179.38,8,267,308,335,3,1.05,74,73,1.67,11,8,1,308,0,10,1
1,1,0,0,1,22,8,0,2,12,1,8,5001,712,5001,7.38,0,335,1,44.66,3,440,312,0,1,0.72,352,12,1.98,9,3,0,312,0,8,0
1,3,2,0,2,26,16,185,1,121.34,6,0,5604,80,4604,0.52,1000,349,3,193.13,11,290,544,357,6,0.67,46,99.34,1.67,7,11,1,544,0,0,1
1,1,2,0,2,39,8,100,1,82.75,3,8,2016,250,2016,0.6,0,255,1,86.25,5,250,182,131,4,0.65,352,12,1.67,9,4,1,182,2,8,1
0,2,2,1,2,30,8,33,1,45.25,3,8,2883,230,2083,0.62,800,294,3,49.2,5,477,188,69,4,0.89,247,38.33,1.33,7,4,1,188,2,8,0
1,1,0,0,2,24,24,0,1,44,2,24,3456,342,3156,0.83,300,172,1,44,2,342,373,0,2,0.67,352,36,1.67,6,2,0,373,0,24,0
0,1,0,0,2,25,8,0,1,12,1,8,3153,712,2853,0.85,300,1,1,12,1,1428,178,0,1,1.05,352,12,1.67,28,1,0,178,0,8,0
0,1,0,0,2,31,8,0,1,12,1,8,3739,712,3439,17.35,300,231,1,20,2,920,368,0,1,0.23,352,12,1.03,5,2,0,368,0,8,0
0,2,1,0,1,33,40,29,1,64.5,2,30,4099,34,3799,1.6,300,199,2,67.33,3,336,237,29,2,1.05,34,64.5,1.67,7,3,1,237,1,8,0
1,1,0,0,3,32,16,0,2,24,1,16,3220,712,2920,8.93,300,1,1,24,1,1428,345,0,1,0.64,352,24,1.33,6,1,0,345,0,16,0
1,1,0,0,2,20,8,0,1,12,1,8,4088,712,4088,0.73,0,1,1,12,1,1428,255,0,1,1.05,352,12,1.67,13,1,0,255,0,8,0
1,1,0,0,2,27,10,0,1,14,1,10,1529,712,1529,0.92,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,4,1,0,138,0,10,0
1,2,0,0,2,26,10,0,1,22,2,10,3411,304,2911,0.52,500,77,2,22,2,304,344,0,2,0.67,304,22,1.67,4,2,0,344,0,10,0
0,1,0,0,2,26,16,0,1,32,2,16,5657,198,4857,1.7,800,311,1,66,4,318,303,0,2,0.72,36,24,1.98,7,4,0,303,0,8,0
1,1,0,0,2,31,10,0,1,14,1,10,4993,712,4793,0.92,200,274,1,24,2,1092,299,0,1,1.05,352,14,1.67,11,2,0,299,0,10,0
0,1,0,0,4,23,8,0,1,12,1,8,1829,712,1529,1.52,300,296,1,20,2,1180,138,0,1,0.5,352,12,1.09,2,2,0,138,0,8,0
0,1,0,0,2,45,8,0,1,12,1,8,2083,712,2083,1.22,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,28,1,0,188,0,8,0
0,1,0,1,4,57,8,0,1,12,1,8,1529,712,1529,0.8,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,9,1,0,138,0,8,0
0,1,0,1,3,46,8,0,1,12,1,8,3701,712,3601,0.58,100,285,1,20,2,1128,325,0,1,0.65,352,12,1.67,8,2,0,325,0,8,0
1,1,0,1,3,27,8,0,1,12,1,8,6642,712,5642,0.88,1000,1,1,12,1,1428,352,0,1,1.05,352,12,1.67,14,1,0,352,0,8,0
1,1,0,0,3,38,10,0,1,14,1,10,3456,712,3156,14.88,300,1,1,14,1,1428,373,0,1,0.67,352,14,1.67,3,1,0,373,0,10,1
1,1,0,1,4,20,8,0,1,12,1,8,2998,712,2998,0.83,0,1,1,12,1,1428,187,0,1,1.05,352,12,1.67,8,1,0,187,0,8,0
1,1,0,0,2,28,8,0,1,12,1,8,4732,712,4232,0.97,500,1,1,12,1,1428,264,0,1,1.05,352,12,1.67,13,1,0,264,0,8,0
0,1,0,0,2,42,8,0,1,12,1,8,3283,712,2083,0.6,1200,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,9,1,0,188,0,8,0
1,1,0,1,3,22,8,0,1,12,1,8,3657,712,3357,0.58,300,2,1,12,1,1428,303,0,1,0.81,352,12,1.98,9,1,0,303,0,8,0
0,1,0,0,3,38,16,0,1,24,1,16,3811,712,3811,1.6,0,314,1,33,2,626,344,0,1,0.89,352,24,1.33,8,2,0,344,0,16,0
0,1,0,1,1,27,8,0,1,12,1,8,3427,712,3427,0.8,0,1,1,12,1,1428,405,0,1,0.67,352,12,1.67,14,1,0,405,0,8,0
0,1,0,1,3,26,8,0,1,12,1,8,2310,712,2310,1.15,0,1,1,12,1,1428,273,0,1,0.67,352,12,1.67,13,1,0,273,0,8,0
1,1,0,1,3,25,8,0,1,20,2,8,2793,500,2793,7.75,0,259,1,28,3,516,330,0,2,0.91,352,12,1.98,28,3,0,330,0,8,0
1,2,0,0,2,20,10,0,1,22,2,10,3357,324,3357,0.87,0,82,2,22,2,324,303,0,2,0.65,324,22,1.67,11,2,0,303,0,10,0
1,3,0,0,2,26,28,0,1,113.34,6,23,2083,82,2083,1.07,0,335,3,132.5,8,192,188,0,6,0.5,28,97.66,1.09,1,8,0,188,0,18,0
1,0,0,1,2,19,0,0,0,0,0,0,3901,712,3601,1.03,300,0,0,0,0,1428,325,0,0,0.65,352,0,1.67,10,0,0,325,0,0,0
0,1,0,1,2,22,24,0,1,42,2,24,3922,316,3922,0.72,0,308,1,49.34,3,316,354,0,2,0.81,2,36,1.98,13,3,0,354,0,24,0
0,2,0,0,2,22,24,0,1,42,2,24,4568,72,4568,11.72,0,39,2,42,2,72,285,0,2,0.72,72,42,1.98,9,2,0,285,0,24,0
1,1,0,1,3,20,16,0,2,24,1,16,4099,712,3799,13.68,300,1,1,24,1,1428,237,0,1,1.05,352,24,1.67,12,1,0,237,0,16,0
0,1,0,1,3,34,10,0,1,14,1,10,3445,712,2645,0.67,800,346,1,40.66,3,452,283,0,1,0.23,352,14,1.03,4,3,0,283,0,10,0
0,1,0,0,1,31,8,0,1,12,1,8,2083,712,2083,0.97,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,1,1,0,188,0,8,0
0,1,0,0,2,26,8,0,1,12,1,8,2720,712,2420,1.17,300,1,1,12,1,1428,259,0,1,0.23,352,12,1.03,28,1,0,259,0,8,0
0,1,0,0,2,41,8,0,1,12,1,8,1529,712,1529,0.57,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,28,1,0,138,0,8,0
0,1,0,1,2,44,16,0,2,24,1,16,10024,712,7024,1.17,3000,1,1,24,1,1428,634,0,1,0.65,352,24,1.67,6,1,0,634,0,16,0
0,1,0,1,3,30,8,0,1,22,2,8,8064,468,6064,1.38,2000,118,1,22,2,468,294,0,2,0.84,352,12,1.33,1,2,0,294,0,8,0
1,1,0,1,2,20,10,0,1,14,1,10,5001,712,5001,0.72,0,1,1,14,1,1428,312,0,1,0.72,352,14,1.98,25,1,0,312,0,10,0
1,1,0,0,2,26,8,0,1,12,1,8,5620,712,4120,1.1,1500,1,1,12,1,1428,257,0,1,0.72,352,12,1.98,1,1,0,257,0,8,0
1,0,0,1,2,40,0,0,1,14,1,0,4136,712,4136,1.07,0,123,0,14,1,1428,258,0,1,0.72,352,0,1.98,6,1,0,258,0,0,0
1,1,0,0,2,21,8,0,1,12,1,8,3952,712,3252,0.9,700,262,1,22,2,1044,348,0,1,0.23,352,12,1.03,5,2,0,348,0,8,0
0,1,0,1,2,27,10,0,1,14,1,10,2416,712,2116,1.02,300,1,1,14,1,1428,132,0,1,0.72,352,14,1.98,3,1,0,132,0,10,0
1,1,0,0,3,32,16,0,1,24,1,16,3602,712,3102,0.93,500,318,1,65.5,4,514,280,0,1,0.65,352,24,1.67,13,4,0,280,0,16,1
0,1,0,0,2,34,8,0,1,12,1,8,4101,712,3601,1,500,1,1,12,1,1428,325,0,1,0.65,352,12,1.67,28,1,0,325,0,8,0
0,1,1,0,3,30,8,111,1,100.67,3,8,10137,196,6637,1.22,3500,148,1,100.67,3,196,488,111,3,0.7,352,12,1.67,1,3,1,488,1,8,0
1,1,0,0,2,27,8,0,1,12,1,8,4723,712,3123,0.83,1600,2,1,12,1,1428,369,0,1,0.38,352,12,1.03,6,1,0,369,0,8,1
1,1,0,0,2,21,8,0,1,12,1,8,5370,712,5370,10.5,0,1,1,12,1,1428,335,0,1,0.72,352,12,1.98,1,1,0,335,0,8,0
0,1,0,0,2,20,10,0,1,14,1,10,2460,712,2460,1.13,0,1,1,14,1,1428,222,0,1,0.65,352,14,1.67,3,1,0,222,0,10,0
0,1,0,0,4,35,8,0,1,12,1,8,3191,712,3191,0.52,0,226,1,20,2,900,288,0,1,0.65,352,12,1.67,9,2,0,288,0,8,0
1,2,0,0,2,36,8,0,1,20,2,8,1529,276,1529,0.72,0,70,2,20,2,276,138,0,2,0.65,276,20,1.67,6,2,0,138,0,8,0
1,1,0,0,2,31,10,0,1,14,1,10,6394,712,5894,0.97,500,1,1,14,1,1428,532,0,1,0.65,352,14,1.67,3,1,0,532,0,10,0
1,1,2,0,2,33,14,27,1,27.5,1,8,9356,425,7358,0.8,1998,322,1,49.5,4,596,459,160,2,1.05,52,22,1.67,28,4,1,459,2,8,0
0,1,0,0,2,24,8,0,2,12,1,8,1751,712,1751,1.28,0,279,1,35,2,556,158,0,1,0.81,352,12,1.98,9,2,0,158,0,8,0
0,1,1,0,3,35,18,1,1,26,1,18,3191,712,3191,6.03,0,1,1,26,1,1428,288,1,1,0.5,352,26,1.09,10,1,1,288,1,18,0
1,1,0,0,4,50,8,0,1,12,1,8,1529,712,1529,0.87,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,13,1,0,138,0,8,0
0,1,0,0,1,42,8,0,1,12,1,8,2083,712,2083,1.08,0,347,1,20,2,1384,188,0,1,0.89,352,12,1.33,2,2,0,188,0,8,1
1,1,0,0,3,53,10,0,1,14,1,10,2194,712,2194,0.87,0,1,1,14,1,1428,198,0,1,0.89,352,14,1.33,11,1,0,198,0,10,0
1,1,0,0,2,27,8,0,1,12,1,8,3657,712,3357,0.52,300,220,1,22,2,876,303,0,1,0.65,352,12,1.67,6,2,0,303,0,8,0
0,1,0,0,2,26,24,0,1,36,1,24,14574,2,9074,1.12,5500,190,1,51,2,358,819,0,1,0.65,2,36,1.67,13,2,0,819,0,24,0
0,1,0,1,2,35,8,0,1,12,1,8,4402,712,3402,0.7,1000,1,1,12,1,1428,402,0,1,0.67,352,12,1.67,1,1,0,402,0,8,0
1,1,0,0,2,31,8,0,1,42.66,3,8,3799,308,3799,0.67,0,249,1,61,4,290,237,0,3,1.05,352,12,1.67,8,4,0,237,0,8,0
0,1,0,1,2,41,8,0,1,12,1,8,3138,712,2138,0.82,1000,1,1,12,1,1428,193,0,1,0.89,352,12,1.33,5,1,0,193,0,8,0
1,1,0,0,1,22,18,0,1,26,1,18,3185,20,2785,1.2,400,6,1,26,1,20,298,0,1,0.23,20,26,1.03,3,1,0,298,0,18,0
0,1,0,0,2,47,8,0,1,12,1,8,5937,712,4937,1.03,1000,1,1,12,1,1428,308,0,1,1.05,352,12,1.67,28,1,0,308,0,8,0
0,1,1,1,2,26,8,81,1,20,1,8,2483,160,2083,10.42,400,1,2,20,2,160,188,81,2,0.89,160,20,1.33,9,1,1,188,1,8,0
1,1,0,0,2,28,8,0,1,12,1,8,8365,712,6515,0.93,1850,1,1,12,1,1428,588,0,1,0.89,352,12,1.33,5,1,0,588,0,8,0
1,3,0,1,2,23,8,0,3,36,4,8,5147,120,2547,1.17,2600,356,3,97,8,186,301,0,4,0.67,120,30,1.67,5,8,0,301,0,8,0
0,2,2,0,2,32,0,130,1,64.9,4,0,4376,112,4376,1.4,0,318,2,114.06,9,474,273,311,5,1.05,34,42,1.67,9,8,1,273,1,0,0
0,1,0,0,4,50,10,0,1,14,1,10,1529,712,1529,0.97,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,11,1,0,138,0,10,0
1,1,0,0,2,26,10,0,1,14,1,10,3224,712,3224,9.68,0,1,1,14,1,1428,345,0,1,0.23,352,14,1.03,3,1,0,345,0,10,0
0,1,0,0,2,53,16,0,2,24,1,16,2446,712,1946,0.72,500,1,1,24,1,1428,230,0,1,0.67,352,24,1.67,13,1,0,230,0,16,0
0,1,0,0,3,22,10,0,1,14,1,10,2083,712,2083,1.13,0,1,1,14,1,1428,188,0,1,0.5,352,14,1.09,3,1,0,188,0,10,0
0,1,1,1,4,34,8,116,1,20,1,8,1939,230,1939,1.33,0,1,1,20,2,230,175,116,2,0.5,352,12,1.09,1,1,1,175,1,8,0
0,1,0,0,3,21,10,0,1,14,1,10,3666,712,3266,0.58,400,1,1,14,1,1428,386,0,1,0.67,352,14,1.67,4,1,0,386,0,10,0
1,1,0,0,2,23,18,0,1,26,1,18,1828,12,1828,0.85,0,4,1,26,1,12,216,0,1,0.67,12,26,1.67,10,1,0,216,0,18,0
1,1,0,0,2,20,8,0,1,12,1,8,1759,712,1529,1.17,230,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,1,1,0,138,0,8,0
1,1,0,0,2,24,10,0,1,14,1,10,2892,712,2692,1.58,200,1,1,14,1,1428,288,0,1,0.23,352,14,1.03,11,1,0,288,0,10,0
0,1,1,0,2,26,8,124,1,50,3,8,4616,272,4316,8.82,300,353,1,67.6,5,304,510,124,3,0.67,352,12,1.67,14,5,1,510,1,8,1
0,2,0,0,2,31,8,0,5,20,2,8,3712,128,3112,8.82,600,292,2,92,5,398,333,0,2,0.23,128,20,1.03,6,5,0,333,0,8,1
1,0,0,1,2,19,0,0,0,0,0,0,3520,712,3520,1.37,0,0,0,0,0,1428,416,0,0,0.67,352,0,1.67,6,0,0,416,0,0,0
0,1,0,0,2,44,18,0,1,84,2,8,2083,130,2083,0.97,0,203,1,90,3,190,188,0,2,0.5,100,26,1.09,1,3,0,188,0,8,0
1,1,0,0,3,20,38,0,1,169,2,26,2897,148,2897,0.95,0,111,1,169,2,148,310,0,2,0.23,38,54,1.03,3,2,0,310,0,26,0
0,1,0,0,2,26,8,0,1,12,1,8,2926,712,2726,1.08,200,1,1,12,1,1428,246,0,1,0.81,352,12,1.98,13,1,0,246,0,8,0
0,1,0,1,2,24,8,0,1,12,1,8,2692,712,2692,1.38,0,1,1,12,1,1428,288,0,1,0.23,352,12,1.03,5,1,0,288,0,8,0
1,2,1,1,4,21,10,45,1,219.2,5,10,1529,103,1529,7.07,0,264,2,238.37,8,103,138,45,5,0.5,80,43.5,1.09,11,8,1,138,1,10,1
0,1,0,0,3,41,8,0,1,12,1,8,1529,712,1529,1.17,0,1,1,12,1,1428,138,0,1,0.89,352,12,1.33,9,1,0,138,0,8,0
0,1,0,1,2,37,8,0,1,12,1,8,2083,712,2083,1.13,0,1,1,12,1,1428,188,0,1,0.65,352,12,1.67,6,1,0,188,0,8,0
0,1,0,0,2,22,10,0,1,14,1,10,3517,712,2517,0.67,1000,1,1,14,1,1428,157,0,1,1.05,352,14,1.67,10,1,0,157,0,10,0
1,1,0,0,2,29,8,0,1,12,1,8,4857,712,4857,8.4,0,1,1,12,1,1428,303,0,1,0.72,352,12,1.98,5,1,0,303,0,8,0
0,1,0,0,2,31,8,0,1,12,1,8,3112,712,3112,1.13,0,1,1,12,1,1428,333,0,1,0.23,352,12,1.03,1,1,0,333,0,8,0
1,0,0,0,2,26,0,0,0,0,0,0,2293,712,2293,0.92,0,0,0,0,0,1428,207,0,0,0.65,352,0,1.67,13,0,0,207,0,0,0
0,1,0,0,1,32,8,0,1,12,1,8,2083,712,2083,12.27,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,8,1,0,188,0,8,0
1,1,1,1,3,34,8,96,1,20,1,8,5824,190,4824,1.03,1000,1,1,20,2,190,570,96,2,0.67,352,12,1.67,2,1,1,570,1,8,0
0,1,0,1,3,26,8,0,1,12,1,8,4289,712,3989,1.52,300,1,1,12,1,1428,360,0,1,0.65,352,12,1.67,7,1,0,360,0,8,0
1,1,0,1,3,40,8,0,1,12,1,8,3520,712,2420,0.8,1100,1,1,12,1,1428,259,0,1,0.23,352,12,1.03,14,1,0,259,0,8,0
1,0,0,1,4,30,0,0,0,0,0,0,2083,712,2083,11.02,0,0,0,0,0,1428,188,0,0,0.5,352,0,1.09,1,0,0,188,0,0,0
0,1,0,0,2,22,8,0,1,12,1,8,3163,712,2963,0.6,200,1,1,12,1,1428,317,0,1,0.23,352,12,1.03,28,1,0,317,0,8,0
0,1,0,0,2,43,10,0,1,14,1,10,2083,712,2083,1.28,0,1,1,14,1,1428,188,0,1,0.5,352,14,1.09,3,1,0,188,0,10,0
0,1,1,1,3,21,8,63,1,30,2,8,3456,327,3156,1.03,300,110,2,30,3,327,373,63,3,0.67,124,20,1.67,7,2,1,373,1,8,0
0,1,0,0,3,27,8,0,1,12,1,8,2875,712,2075,0.95,800,340,1,28,3,678,222,0,1,0.23,352,12,1.03,12,3,0,222,0,8,0
0,1,0,0,2,30,16,0,1,24,1,8,3220,72,2920,0.92,300,259,1,31,2,516,345,0,1,0.64,72,24,1.33,12,2,0,345,0,8,0
1,1,0,0,2,30,8,0,1,20,2,8,3412,436,3112,1,300,110,1,20,2,436,333,0,2,0.23,352,12,1.03,2,2,0,333,0,8,0
0,1,0,0,4,30,8,0,1,12,1,8,1529,712,1529,1.77,0,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,9,1,0,138,0,8,0
