MTH_TEL_BILL,als_m3_id_nbank_tot_mons,als_m12_id_bank_tot_mons,RACE,SINGE_DATE,BIRTHDAY,m1_num,als_lst_id_bank_inteday,als_lst_id_nbank_consnum,m6_num,als_m6_id_nbank_tot_mons,d15_num,TOTAL_PRICE,m6_day,LOAN_AMT,APROV_DURATION,DOWN_PAY,als_fst_id_nbank_inteday,als_m3_id_tot_mons,m12_num,als_m12_id_tot_mons,m12_day,FIRST_REPAY,als_fst_id_bank_inteday,als_m6_id_tot_mons,FLX_PACKAGE,m3_day,m3_num,MONTH_RATE,REPAY_DAY,als_m12_id_nbank_tot_mons,als_lst_id_bank_consnum,MTH_REPAY_AMT,als_m6_id_bank_tot_mons,d7_num,y
0,1,0,1,2,31,8,0,1,12,1,8,3971,712,3971,11.92,0,1,1,12,1,1428,292,0,1,0.7,352,12,1.67,2,1,0,292,0,8,0
0,1,1,1,2,44,18,114,2,62.5,2,18,3030,235,2530,9.68,500,348,1,108.2,6,227,299,114,3,0.91,16,26,1.98,3,5,1,299,1,18,0
1,1,0,0,2,40,16,0,1,24,1,16,3224,24,3224,6.62,0,7,1,24,1,24,291,0,1,0.65,24,24,1.67,6,1,0,291,0,8,0
0,1,1,0,3,38,8,199,1,12,1,8,1529,712,1529,1.55,0,1,1,20,2,396,138,199,1,0.5,352,12,1.09,1,1,1,138,0,8,0
1,1,0,0,2,21,8,0,1,12,1,8,3734,712,3734,9.88,0,1,1,12,1,1428,337,0,1,0.65,352,12,1.67,2,1,0,337,0,8,0
0,1,0,0,1,23,8,0,1,99,2,8,3191,302,3191,8.52,0,344,1,200.28,7,302,288,0,2,0.89,352,12,1.33,12,7,0,288,0,8,1
0,1,0,0,2,36,8,0,1,22,2,8,4780,376,4280,0.82,500,95,1,22,2,376,267,0,2,0.72,352,12,1.98,28,2,0,267,0,8,0
1,1,0,0,4,49,8,0,1,12,1,8,2383,712,2083,0.63,300,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,8,1,0,188,0,8,0
0,1,0,0,4,36,10,0,1,14,1,10,1529,712,1529,0.72,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,10,1,0,138,0,10,0
1,1,0,0,2,25,10,0,1,14,1,10,3393,712,3393,10.67,0,1,1,14,1,1428,401,0,1,0.67,352,14,1.67,11,1,0,401,0,10,1
0,1,0,0,4,49,10,0,1,14,1,10,1529,712,1529,0.7,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,11,1,0,138,0,10,0
1,1,0,0,2,32,8,0,1,12,1,8,3698,712,3698,9.8,0,1,1,12,1,1428,437,0,1,0.91,352,12,1.98,5,1,0,437,0,8,0
1,1,0,0,2,26,8,0,1,12,1,8,4494,712,3094,0.6,1400,243,1,22,2,968,193,0,1,1.05,352,12,1.67,7,2,0,193,0,8,0
0,1,0,0,4,40,8,0,1,12,1,8,1529,712,1529,1.02,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,6,1,0,138,0,8,0
1,1,0,1,2,20,8,0,1,12,1,8,1946,712,1946,0.97,0,2,1,12,1,1428,230,0,1,0.67,352,12,1.67,9,1,0,230,0,8,0
0,1,0,0,4,22,8,0,1,12,1,8,2083,712,2083,0.73,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,12,1,0,188,0,8,0
0,3,3,0,2,30,8,34,1,90.25,4,8,3739,213,3439,0.95,300,252,3,122,6,377,368,250,4,0.23,152,53.5,1.03,7,6,1,368,2,8,0
1,1,0,0,2,53,10,0,1,14,1,10,2358,712,2158,0.62,200,1,1,14,1,1428,255,0,1,0.67,352,14,1.67,4,1,0,255,0,10,0
0,1,0,1,2,37,18,0,1,26,1,18,4866,8,4568,0.88,298,3,1,26,1,8,285,0,1,0.72,8,26,1.98,5,1,0,285,0,18,0
1,1,0,0,2,49,28,0,1,40,1,28,3734,12,3734,12.42,0,7,1,40,1,12,337,0,1,0.65,12,40,1.67,11,1,0,337,0,20,0
0,1,0,0,2,51,10,0,1,14,1,10,1529,712,1529,0.7,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,3,1,0,138,0,10,0
1,1,1,0,3,37,8,76,1,20,1,8,3015,150,2215,0.58,800,1,2,20,2,150,237,76,2,0.23,150,20,1.03,28,1,1,237,1,8,0
1,1,0,0,2,32,24,0,3,36,1,24,4848,712,4248,0.63,600,1,1,36,1,1428,502,0,1,0.91,352,36,1.98,12,1,0,502,0,24,0
0,1,0,0,1,47,8,0,1,12,1,8,2083,712,2083,0.67,0,1,1,12,1,1428,188,0,1,0.89,352,12,1.33,14,1,0,188,0,8,0
0,1,0,0,4,20,8,0,1,12,1,8,7088,712,4488,1.18,2600,1,1,12,1,1428,280,0,1,1.05,352,12,1.67,1,1,0,280,0,8,0
0,1,0,0,4,31,10,0,1,14,1,10,1529,712,1529,1.03,0,1,1,14,1,1428,138,0,1,0.5,352,14,1.09,4,1,0,138,0,10,0
0,1,0,0,3,28,8,0,1,12,1,8,2083,712,2083,1.08,0,184,1,20,2,732,188,0,1,0.5,352,12,1.09,2,2,0,188,0,8,0
1,1,0,0,2,51,10,0,1,24,2,10,4793,420,4793,7.5,0,337,1,34,3,672,299,0,2,0.8,352,14,1.33,10,3,0,299,0,10,0
1,1,0,0,2,20,10,0,1,14,1,10,3922,712,3922,10.67,0,1,1,14,1,1428,354,0,1,0.81,352,14,1.98,3,1,0,354,0,10,1
0,1,0,0,2,38,8,0,1,12,1,8,2083,712,2083,0.87,0,1,1,12,1,1428,188,0,1,0.65,352,12,1.67,8,1,0,188,0,8,0
0,1,0,0,2,33,8,0,1,12,1,8,2083,712,2083,0.72,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,8,1,0,188,0,8,0
0,2,0,1,2,37,10,0,1,24,2,10,1529,248,1529,0.88,0,63,2,24,2,248,138,0,2,0.5,248,24,1.09,3,2,0,138,0,10,0
0,1,0,1,4,21,8,0,1,26,3,8,3956,300,3856,1.88,100,257,1,91.8,5,278,348,0,3,0.81,352,12,1.98,7,5,0,348,0,8,0
0,1,0,0,2,39,8,0,1,12,1,8,1529,712,1529,1.15,0,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,13,1,0,138,0,8,0
0,1,0,0,2,27,8,0,1,12,1,8,5631,712,5331,0.72,300,332,1,94,5,526,630,0,1,0.91,352,12,1.98,14,5,0,630,0,8,1
1,1,0,0,2,21,8,0,1,12,1,8,4620,712,4620,8.03,0,1,1,12,1,1428,417,0,1,0.65,352,12,1.67,9,1,0,417,0,8,0
0,1,0,0,2,33,8,0,1,12,1,8,4391,712,3991,1.22,400,1,1,12,1,1428,249,0,1,0.72,352,12,1.98,8,1,0,249,0,8,0
1,1,0,0,2,20,8,0,1,12,1,8,4536,712,4536,10.75,0,1,1,12,1,1428,283,0,1,1.05,352,12,1.67,5,1,0,283,0,8,0
0,1,0,0,4,38,8,0,1,12,1,8,2083,712,2083,1.03,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,5,1,0,188,0,8,1
1,1,0,0,3,30,8,0,1,12,1,8,2283,712,2083,1.37,200,1,1,12,1,1428,188,0,1,0.89,352,12,1.33,5,1,0,188,0,8,0
1,1,0,0,2,45,8,0,1,12,1,8,2866,712,2666,1.18,200,1,1,12,1,1428,315,0,1,0.67,352,12,1.67,6,1,0,315,0,8,0
0,1,0,0,1,30,8,0,1,12,1,8,3337,712,3191,1.1,146,317,1,20,2,1264,288,0,1,0.89,352,12,1.33,1,2,0,288,0,8,0
1,3,1,0,2,29,8,78,1,39.33,3,8,5770,129,5370,8.07,400,71,3,39.33,3,129,335,78,3,1.05,129,41.33,1.67,13,3,1,335,1,8,0
0,1,0,0,4,43,10,0,1,14,1,10,1629,712,1529,0.98,100,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,11,1,0,138,0,10,0
0,0,0,0,2,34,0,0,1,12,1,0,2083,712,2083,7.75,0,333,0,53.34,3,292,188,0,1,0.65,352,0,1.67,4,3,0,188,0,0,0
0,1,0,1,2,41,10,0,1,14,1,10,2346,712,2346,1.18,0,1,1,14,1,1428,251,0,1,0.23,352,14,1.03,4,1,0,251,0,10,0
1,1,0,1,3,37,10,0,1,14,1,10,3612,712,3612,11.03,0,295,1,24,2,1176,326,0,1,0.89,352,14,1.33,10,2,0,326,0,10,1
0,1,1,0,4,38,10,171,1,22,1,10,1529,340,1529,0.53,0,1,1,22,2,340,138,171,2,0.5,352,14,1.09,10,1,1,138,1,10,0
1,3,0,0,2,36,8,0,1,69.5,4,8,4521,166,4221,7.88,300,243,3,103.66,6,166,381,0,4,0.65,104,42.66,1.67,13,6,0,381,0,8,0
1,1,0,0,2,27,8,0,1,12,1,8,5853,712,4853,0.78,1000,1,1,12,1,1428,438,0,1,0.65,352,12,1.67,13,1,0,438,0,8,0
0,1,0,0,3,20,10,0,1,14,1,10,4321,712,4121,0.97,200,1,1,14,1,1428,487,0,1,0.67,352,14,1.67,10,1,0,487,0,10,1
1,1,0,0,2,47,30,0,3,42,1,30,3112,712,3112,1,0,1,1,42,1,1428,333,0,1,0.23,352,42,1.03,11,1,0,333,0,30,0
0,1,4,1,2,33,8,88,1,42.58,3,8,3647,241,3147,1.03,500,327,2,64.37,8,403,284,265,4,0.81,174,20,1.98,12,4,1,284,1,8,0
0,1,0,1,2,21,8,0,1,12,1,8,5094,712,5094,15.9,0,1,1,12,1,1428,247,0,1,1.38,352,12,1.67,1,1,0,247,0,8,0
1,1,0,0,2,45,8,0,1,12,1,8,6355,712,6155,0.55,200,1,1,12,1,1428,384,0,1,0.72,352,12,1.98,13,1,0,384,0,8,0
0,1,0,0,2,27,8,0,1,12,1,8,2293,712,2093,0.87,200,1,1,12,1,1428,224,0,1,0.23,352,12,1.03,12,1,0,224,0,8,0
0,1,0,0,2,36,8,0,1,12,1,8,1529,712,1529,0.77,0,2,1,12,1,1428,138,0,1,0.5,352,12,1.09,14,1,0,138,0,8,0
0,1,0,0,2,31,8,0,1,12,1,8,1529,712,1529,1.02,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,13,1,0,138,0,8,0
0,1,0,0,1,40,8,0,1,12,1,8,1728,712,1728,1.03,0,1,1,12,1,1428,156,0,1,0.5,352,12,1.09,5,1,0,156,0,8,0
1,1,0,0,3,21,8,0,1,12,1,8,3037,712,3037,1.15,0,2,1,12,1,1428,325,0,1,0.23,352,12,1.03,28,1,0,325,0,8,0
1,2,0,0,2,23,10,0,1,22,2,10,3173,256,2673,8.4,500,65,2,22,2,256,286,0,2,0.23,256,22,1.03,3,2,0,286,0,10,0
0,0,0,0,2,37,0,0,0,0,0,0,3600,712,3300,1.15,300,0,0,0,0,1428,390,0,0,0.67,352,0,1.67,10,0,0,390,0,0,0
0,1,0,1,2,20,8,0,1,12,1,8,1664,712,1514,0.85,150,2,1,12,1,1428,162,0,1,0.23,352,12,1.03,2,1,0,162,0,8,0
0,1,0,0,3,44,8,0,1,12,1,8,2083,712,2083,1.28,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,2,1,0,188,0,8,0
0,2,0,1,2,24,8,0,2,20,2,8,6008,172,5008,0.78,1000,233,2,38.66,3,378,452,0,2,0.65,172,20,1.67,9,3,0,452,0,8,0
1,1,1,0,2,28,8,302,1,12,1,8,3112,712,3112,1.08,0,1,1,20,2,602,333,302,1,0.23,352,12,1.03,1,1,1,333,0,8,0
1,1,0,1,4,37,8,0,1,12,1,8,1529,712,1529,1.48,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,9,1,0,138,0,8,0
1,2,1,0,2,45,44,116,2,91.83,2,32,4842,80,4842,0.6,0,58,2,91.83,3,80,437,116,3,0.81,44,85,1.98,5,2,1,437,1,32,1
1,1,0,0,2,35,10,0,2,73.5,4,10,2715,188,2355,0.93,360,230,1,124.66,6,188,252,0,4,0.23,352,14,1.03,4,6,0,252,0,10,1
1,1,0,0,2,25,8,0,1,12,1,8,2337,712,1337,1.68,1000,248,1,22,2,988,158,0,1,0.67,352,12,1.67,5,2,0,158,0,8,0
1,1,0,1,3,25,16,0,2,24,1,16,3008,712,2708,9.83,300,2,1,24,1,1428,320,0,1,0.64,352,24,1.33,8,1,0,320,0,16,0
1,1,0,0,3,20,8,0,1,12,1,8,2547,712,2547,0.7,0,1,1,12,1,1428,301,0,1,0.67,352,12,1.67,9,1,0,301,0,8,0
0,1,0,0,2,24,16,0,2,24,1,16,4521,712,4221,0.78,300,1,1,24,1,1428,381,0,1,0.65,352,24,1.67,13,1,0,381,0,16,0
1,1,1,1,3,27,10,96,1,60,4,10,3397,250,2897,0.77,500,156,1,60,4,250,310,114,4,0.23,352,14,1.03,4,4,1,310,1,10,0
1,1,0,0,2,38,10,0,1,22,2,10,3923,600,3623,8.73,300,151,1,22,2,600,327,0,2,0.89,352,14,1.33,3,2,0,327,0,10,0
1,1,0,1,2,40,8,0,1,12,1,8,3734,712,3734,0.65,0,1,1,12,1,1428,337,0,1,0.65,352,12,1.67,13,1,0,337,0,8,0
0,1,0,0,1,54,8,0,1,12,1,8,1385,712,1385,32.08,0,303,1,20,2,1204,125,0,1,0.5,352,12,1.09,28,2,0,125,0,8,0
1,2,1,1,2,35,16,76,1,39.5,2,16,6831,153,4831,0.83,2000,235,2,49,3,312,436,76,2,0.81,153,39.5,1.98,7,3,1,436,1,16,1
0,1,0,0,2,35,10,0,1,22,2,10,1474,428,1474,0.82,0,216,1,30,3,430,133,0,2,0.65,352,14,1.67,3,3,0,133,0,10,1
0,1,1,0,2,32,10,45,2,83.8,4,10,4289,180,3989,1.27,300,157,2,83.8,5,180,360,45,5,0.65,88,24,1.67,3,4,1,360,1,10,0
1,1,0,1,3,45,8,0,1,12,1,8,2847,712,2847,1.15,0,1,1,12,1,1428,257,0,1,0.81,352,12,1.98,1,1,0,257,0,8,0
0,1,0,0,3,33,8,0,1,12,1,8,1529,712,1529,0.9,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,6,1,0,138,0,8,0
0,1,0,1,2,27,10,0,1,14,1,10,4423,712,4223,0.78,200,213,1,22,2,848,499,0,1,0.67,352,14,1.67,4,2,0,499,0,10,1
1,2,0,0,2,35,8,0,1,20,2,8,4372,220,4072,2.05,300,56,2,20,2,220,254,0,2,1.05,220,20,1.67,5,2,0,254,0,8,0
1,1,0,1,2,35,8,0,1,12,1,8,3014,712,3014,1.23,0,1,1,12,1,1428,272,0,1,0.5,352,12,1.09,12,1,0,272,0,8,0
1,1,0,1,3,23,8,0,2,35,2,8,4853,186,4853,1.18,0,94,1,35,2,186,438,0,2,0.65,352,12,1.67,5,2,0,438,0,8,0
1,1,0,0,2,21,8,0,1,12,1,8,3023,712,2523,0.82,500,283,1,20,2,1128,270,0,1,0.23,352,12,1.03,14,2,0,270,0,8,0
0,1,0,0,2,24,10,0,1,14,1,10,3124,712,3124,0.52,0,1,1,14,1,1428,282,0,1,0.81,352,14,1.98,10,1,0,282,0,10,0
1,1,0,1,3,31,8,0,1,12,1,8,4121,712,3121,0.95,1000,1,1,12,1,1428,334,0,1,0.23,352,12,1.03,9,1,0,334,0,8,0
1,1,0,0,2,46,8,0,1,12,1,8,2593,712,2593,0.68,0,1,1,12,1,1428,234,0,1,0.65,352,12,1.67,1,1,0,234,0,8,1
0,1,0,0,4,56,8,0,1,12,1,8,1529,712,1529,0.55,0,1,1,12,1,1428,138,0,1,0.5,352,12,1.09,7,1,0,138,0,8,0
0,1,0,0,2,41,8,0,1,20,2,8,2083,536,2083,0.77,0,135,1,20,2,536,188,0,2,0.5,352,12,1.09,7,2,0,188,0,8,0
1,1,0,0,2,20,8,0,1,12,1,8,4736,712,4536,8.93,200,1,1,12,1,1428,283,0,1,1.05,352,12,1.67,7,1,0,283,0,8,0
1,1,0,0,3,27,8,0,1,12,1,8,2083,712,2083,1.12,0,3,1,12,1,1428,188,0,1,0.5,352,12,1.09,7,1,0,188,0,8,0
0,2,0,1,2,25,8,0,1,20,2,8,1529,128,1529,0.88,0,33,2,20,2,128,138,0,2,0.65,128,20,1.67,6,2,0,138,0,8,0
0,1,0,0,2,34,18,0,1,26,1,18,2093,32,2083,0.77,10,9,1,26,1,32,188,0,1,0.5,32,26,1.09,5,1,0,188,0,8,0
1,0,0,0,2,44,0,0,1,0,0,0,7943,712,5263,0.5,2680,279,0,14,1,1428,475,0,0,0.65,352,0,1.67,1,1,0,475,0,0,0
1,2,0,0,2,22,8,0,1,69.2,5,8,5017,146,4937,1.38,80,167,2,69.2,5,146,308,0,5,1.05,292,22,1.67,6,5,0,308,0,8,0
1,1,0,0,2,21,10,0,1,14,1,10,2249,712,1449,1.07,800,246,1,24,2,980,155,0,1,0.23,352,14,1.03,3,2,0,155,0,10,0
0,1,0,1,2,24,8,0,1,12,1,8,3547,712,2547,1.88,1000,2,1,12,1,1428,301,0,1,0.67,352,12,1.67,2,1,0,301,0,8,0
1,1,0,0,2,32,10,0,1,14,1,10,4232,712,4232,0.9,0,352,1,85.34,3,648,264,0,1,1.05,352,14,1.67,4,3,0,264,0,10,0
1,1,0,1,2,21,8,0,1,12,1,8,3989,712,3989,1.12,0,1,1,12,1,1428,360,0,1,0.65,352,12,1.67,14,1,0,360,0,8,0
1,2,1,1,1,27,8,44,1,48,3,8,2083,102,2083,0.9,0,92,2,48,3,102,188,44,3,0.89,96,40.5,1.33,9,3,1,188,1,8,0
1,1,0,0,3,21,8,0,1,12,1,8,4039,712,3639,0.78,400,255,1,20,2,1016,430,0,1,0.67,352,12,1.67,28,2,0,430,0,8,0
0,1,0,0,2,36,16,0,1,24,1,16,3556,48,3156,0.9,400,311,1,27,2,620,373,0,1,0.38,48,24,1.03,14,2,0,373,0,8,0
1,2,3,0,2,22,8,97,2,152,4,8,4841,183,4841,0.95,0,133,2,158.68,5,360,302,272,4,1.05,174,33,1.67,8,4,1,302,2,8,0
1,1,0,1,2,20,10,0,1,14,1,10,2246,712,1946,0.6,300,1,1,14,1,1428,230,0,1,0.67,352,14,1.67,4,1,0,230,0,10,0
1,1,0,0,2,22,8,0,1,12,1,8,3030,712,2530,1.97,500,349,1,22,2,1392,299,0,1,0.38,352,12,1.03,2,2,0,299,0,8,0
0,1,0,0,2,21,16,0,1,24,1,16,7549,712,6049,0.95,1500,206,1,42,2,364,546,0,1,0.89,352,24,1.33,5,2,0,546,0,16,0
0,0,0,0,2,33,0,0,0,0,0,0,3808,712,3308,1.17,500,0,0,0,0,1428,354,0,0,0.23,352,0,1.03,4,0,0,354,0,0,0
0,1,0,1,1,32,8,0,1,12,1,8,3191,712,3191,0.7,0,1,1,12,1,1428,288,0,1,0.5,352,12,1.09,8,1,0,288,0,8,0
0,1,0,1,2,20,10,0,1,14,1,10,3527,712,3427,0.92,100,1,1,14,1,1428,405,0,1,0.67,352,14,1.67,10,1,0,405,0,10,0
0,2,0,0,2,28,20,0,1,46.5,4,10,3460,198,2160,1.08,1300,224,2,58.66,6,182,195,0,4,0.5,108,31,1.09,4,6,0,195,0,10,0
0,1,0,0,2,24,16,0,1,24,1,16,2817,712,2517,0.95,300,286,1,27,2,570,157,0,1,1.05,352,24,1.67,6,2,0,157,0,16,0
0,1,0,1,2,29,8,0,1,20,2,8,2692,660,2692,0.67,0,166,1,20,2,660,288,0,2,0.23,352,12,1.03,13,2,0,288,0,8,0
1,2,0,0,2,20,40,0,2,64,2,40,14989,118,9489,1.08,5500,242,2,79.34,3,364,592,0,2,1.05,118,64,1.67,9,3,0,592,0,40,0
0,1,0,0,2,39,8,0,2,12,1,8,2083,712,2083,8.63,0,237,1,31,2,472,188,0,1,0.89,352,12,1.33,5,2,0,188,0,8,0
1,1,0,1,2,21,8,0,2,12,1,8,1982,712,1682,0.95,300,350,1,31,2,698,180,0,1,0.23,352,12,1.03,8,2,0,180,0,8,0
1,2,0,1,3,36,8,0,1,22,2,8,2819,160,1819,0.95,1000,346,2,26,3,690,215,0,2,0.67,160,22,1.67,8,3,0,215,0,8,0
1,3,1,0,2,20,8,77,2,45.25,4,8,3023,121,2523,6.97,500,307,3,109.28,7,192,270,77,4,0.23,115,39.33,1.03,2,7,1,270,1,8,0
0,1,1,0,4,27,10,66,1,22,1,10,1529,130,1529,9.28,0,208,2,30,3,621,138,66,2,0.5,130,22,1.09,10,2,1,138,1,10,0
0,2,1,0,2,27,8,168,1,28,2,8,4474,315,3094,1.73,1380,75,2,28,3,315,193,168,3,1.05,296,20,1.67,5,2,1,193,1,8,0
0,1,0,0,4,38,10,0,1,14,1,10,7119,712,5119,0.93,2000,1,1,14,1,1428,462,0,1,0.65,352,14,1.67,11,1,0,462,0,10,0
0,3,1,0,3,25,16,292,1,155.66,6,16,3723,58,3523,9.77,200,338,3,329.42,12,63,318,292,6,0.81,54,85.34,1.98,6,12,1,318,0,8,1
1,1,0,0,2,27,8,0,1,12,1,8,9726,712,7726,0.95,2000,1,1,12,1,1428,482,0,1,0.72,352,12,1.98,13,1,0,482,0,8,0
1,1,0,1,3,34,16,0,2,24,1,16,5205,712,4905,0.98,300,1,1,24,1,1428,306,0,1,0.72,352,24,1.98,12,1,0,306,0,16,1
0,1,0,0,2,33,10,0,1,14,1,10,2083,712,2083,1,0,1,1,14,1,1428,188,0,1,0.5,352,14,1.09,3,1,0,188,0,10,0
1,2,0,0,3,21,8,0,1,28,3,8,5100,236,4600,1.3,500,119,2,28,3,236,287,0,3,0.72,168,20,1.98,1,3,0,287,0,8,1
0,1,0,1,2,33,24,0,3,36,1,24,15995,712,10195,0.83,5800,1,1,36,1,1428,636,0,1,1.05,352,36,1.67,28,1,0,636,0,24,1
1,1,1,0,3,21,22,2,2,34,1,22,5439,1,3439,1.18,2000,1,1,34,1,1,368,2,1,0.23,1,34,1.03,9,1,1,368,1,22,0
0,1,0,1,2,24,10,0,1,14,1,10,4588,712,4088,0.93,500,1,1,14,1,1428,369,0,1,0.65,352,14,1.67,3,1,0,369,0,10,0
1,3,1,0,2,21,24,37,1,67,5,24,4354,106,4354,0.97,0,243,3,103.28,7,120,393,37,5,0.65,86,55.67,1.67,7,7,1,393,1,24,1
0,1,0,0,2,29,8,0,1,12,1,8,2083,712,2083,0.95,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,2,1,0,188,0,8,0
0,1,0,0,2,43,8,0,1,12,1,8,2083,712,2083,1.52,0,1,1,12,1,1428,188,0,1,0.5,352,12,1.09,28,1,0,188,0,8,0
1,1,0,0,1,20,16,0,1,24,1,16,8003,28,6203,1.42,1800,8,1,24,1,28,387,0,1,1.05,28,24,1.67,1,1,0,387,0,8,0
0,1,0,0,2,30,8,0,1,12,1,8,4232,712,4232,1.33,0,1,1,12,1,1428,264,0,1,1.05,352,12,1.67,28,1,0,264,0,8,0
0,3,3,0,2,23,76,30,2,244.33,6,36,4289,135,3989,12.15,300,198,3,269.76,7,135,360,117,6,0.65,180,125,1.67,6,7,1,360,3,26,0
1,1,0,0,2,33,10,0,1,14,1,10,2066,712,1766,0.67,300,1,1,14,1,1428,189,0,1,0.23,352,14,1.03,4,1,0,189,0,10,0
0,1,0,0,2,41,8,0,1,12,1,8,5148,712,3148,0.6,2000,1,1,12,1,1428,372,0,1,0.67,352,12,1.67,28,1,0,372,0,8,0
0,1,0,1,3,46,10,0,1,14,1,10,3629,712,1529,0.83,2100,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,4,1,0,138,0,10,0
1,1,0,0,2,29,10,0,1,14,1,10,4232,712,4232,8.15,0,343,1,24,2,1368,264,0,1,1.05,352,14,1.67,10,2,0,264,0,10,0
1,1,0,1,2,20,20,0,2,28,1,20,4620,712,4620,1.42,0,1,1,28,1,1428,417,0,1,0.65,352,28,1.67,11,1,0,417,0,20,0
1,1,0,0,2,41,8,0,1,12,1,8,1219,712,1219,0.63,0,1,1,12,1,1428,110,0,1,0.5,352,12,1.09,9,1,0,110,0,8,0
1,1,0,1,3,45,8,0,1,12,1,8,4824,712,4424,1.55,400,1,1,12,1,1428,276,0,1,0.72,352,12,1.98,6,1,0,276,0,8,0
0,1,0,1,2,43,8,0,1,12,1,8,1474,712,1474,1.18,0,1,1,12,1,1428,133,0,1,0.65,352,12,1.67,7,1,0,133,0,8,0
1,1,0,0,2,34,8,0,1,12,1,8,3037,712,3037,0.65,0,1,1,12,1,1428,325,0,1,0.23,352,12,1.03,9,1,0,325,0,8,0
0,1,0,1,4,52,10,0,1,14,1,10,6418,712,5418,0.92,1000,1,1,14,1,1428,338,0,1,0.72,352,14,1.98,3,1,0,338,0,10,0
0,1,0,1,4,26,8,0,1,12,1,8,7798,712,7198,1.25,600,1,1,12,1,1428,349,0,1,0.72,352,12,1.98,13,1,0,349,0,8,0
1,1,0,1,2,28,8,0,1,12,1,8,2065,712,2065,0.5,0,2,1,12,1,1428,244,0,1,0.67,352,12,1.67,6,1,0,244,0,8,0
1,2,0,0,2,25,10,0,1,22,2,10,3156,316,3156,1.2,0,186,2,26,3,370,373,0,2,0.67,316,22,1.67,4,3,0,373,0,10,0
0,2,0,0,2,28,8,0,1,44,2,8,2083,60,2083,1.63,0,327,2,53.34,3,576,188,0,2,0.89,60,44,1.33,28,3,0,188,0,8,0
0,1,0,0,3,27,8,0,1,12,1,8,1529,712,1529,0.67,0,1,1,12,1,1428,138,0,1,0.65,352,12,1.67,5,1,0,138,0,8,0
1,1,0,0,3,23,8,0,1,12,1,8,2028,712,1728,1,300,1,1,12,1,1428,156,0,1,0.89,352,12,1.33,12,1,0,156,0,8,0
0,1,0,0,2,24,8,0,1,12,1,8,8270,712,6270,1.25,2000,1,1,12,1,1428,304,0,1,1.38,352,12,1.67,13,1,0,304,0,8,0
1,1,0,1,2,23,8,0,2,12,1,8,3944,712,3944,0.63,0,312,1,42.66,3,518,356,0,1,0.65,352,12,1.67,28,3,0,356,0,8,0
0,1,0,1,2,22,8,0,1,12,1,8,5001,712,5001,0.98,0,191,1,22,2,760,312,0,1,0.72,352,12,1.98,12,2,0,312,0,8,0
1,0,0,1,2,19,0,0,0,0,0,0,4010,712,3510,0.52,500,0,0,0,0,1428,219,0,0,1.05,352,0,1.67,4,0,0,219,0,0,0
0,1,0,0,2,20,8,0,1,12,1,8,4804,712,4504,0.98,300,1,1,12,1,1428,281,0,1,1.05,352,12,1.67,6,1,0,281,0,8,0
1,1,0,0,3,24,16,0,2,24,1,16,3411,712,2911,0.95,500,1,1,24,1,1428,344,0,1,0.67,352,24,1.67,2,1,0,344,0,16,0
1,1,0,1,2,45,8,0,1,12,1,8,1474,712,1474,0.88,0,1,1,12,1,1428,133,0,1,0.65,352,12,1.67,12,1,0,133,0,8,0
0,1,0,0,4,47,10,0,1,14,1,10,1529,712,1529,1.05,0,1,1,14,1,1428,138,0,1,0.65,352,14,1.67,11,1,0,138,0,10,0
0,1,0,1,3,20,8,0,2,12,1,8,3757,712,3757,7.67,0,249,1,35,2,496,444,0,1,0.67,352,12,1.67,6,2,0,444,0,8,0
1,0,0,0,2,35,0,0,1,20,2,0,6044,8,5044,8.32,1000,92,0,20,2,8,596,0,2,0.91,352,0,1.98,12,2,0,596,0,0,0
0,1,0,1,2,28,10,0,1,14,1,10,2083,712,2083,0.83,0,1,1,14,1,1428,188,0,1,0.5,352,14,1.09,4,1,0,188,0,10,0
1,1,1,0,2,25,24,26,1,42.5,2,18,1529,281,1529,7.2,0,153,1,42.5,2,281,138,26,2,0.5,29,36,1.09,10,2,1,138,1,18,0
1,1,0,0,2,26,10,0,1,14,1,10,3901,712,3601,0.68,300,300,1,28,3,598,325,0,1,0.65,352,14,1.67,3,3,0,325,0,10,0
1,1,0,0,3,41,10,0,1,31,2,10,1210,230,1210,10.7,0,116,1,31,2,230,143,0,2,0.67,352,14,1.67,4,2,0,143,0,10,0
